pos_txn_id,store_id,txn_date,tender,gross_amount,tax_amount,discount_amount
POS-00002351,ST-007,2025-04-19,CASH,19.52,1.37,0.0
POS-00002352,ST-003,2025-12-23,DEBIT,302.85,21.2,0.0
POS-00002353,ST-006,2025-06-16,CREDIT,37.88,2.65,0.0
POS-00002354,ST-002,2025-07-17,CREDIT,31.75,2.22,0.0
POS-00002355,ST-008,2025-02-13,GIFT_CARD,2.65,0.19,0.0
POS-00002356,ST-003,2025-07-23,CASH,6.03,0.42,0.0
POS-00002357,ST-002,2025-06-04,CREDIT,39.01,2.73,0.0
POS-00002358,ST-002,2025-09-30,CASH,27.08,1.9,0.0
POS-00002359,ST-007,2025-03-24,CREDIT,115.47,8.08,0.0
POS-00002360,ST-003,2025-12-18,GIFT_CARD,21.07,1.47,0.0
POS-00002361,ST-001,2025-12-18,CREDIT,20.54,1.44,0.0
POS-00002362,ST-001,2025-02-17,GIFT_CARD,38.35,2.68,0.0
POS-00002363,ST-008,2025-04-03,CASH,39.21,2.74,0.0
POS-00002364,ST-007,2025-02-05,DEBIT,108.86,7.62,0.0
POS-00002365,ST-005,2025-07-25,CREDIT,25.0,1.75,0.0
POS-00002366,ST-007,2025-12-23,DEBIT,11.21,0.78,0.0
POS-00002367,ST-006,2025-07-09,CREDIT,25.15,1.76,0.0
POS-00002368,ST-001,2025-04-03,DEBIT,7.74,0.54,0.0
POS-00002369,ST-006,2025-02-26,GIFT_CARD,11.18,0.78,0.0
POS-00002370,ST-007,2025-02-27,DEBIT,52.73,3.69,0.0
POS-00002371,ST-007,2025-09-09,DEBIT,52.97,3.71,0.0
POS-00002372,ST-006,2025-02-10,CREDIT,53.37,3.74,0.0
POS-00002373,ST-007,2025-10-16,CREDIT,37.65,2.64,0.0
POS-00002374,ST-004,2025-10-21,DEBIT,21.87,1.53,0.0
POS-00002375,ST-005,2025-10-02,DEBIT,13.34,0.93,0.0
POS-00002376,ST-002,2025-08-03,DEBIT,58.64,4.1,0.0
POS-00002377,ST-008,2025-11-26,DEBIT,28.11,1.97,0.0
POS-00002378,ST-002,2025-02-12,CASH,73.21,5.12,0.0
POS-00002379,ST-003,2025-03-26,DEBIT,12.33,0.86,0.0
POS-00002380,ST-006,2025-01-26,CREDIT,28.25,1.98,0.0
POS-00002381,ST-006,2025-09-17,CREDIT,38.98,2.73,0.0
POS-00002382,ST-003,2025-11-22,DEBIT,69.08,4.84,0.0
POS-00002383,ST-001,2025-05-04,CREDIT,16.27,1.14,0.0
POS-00002384,ST-007,2025-11-10,DEBIT,29.26,2.05,0.0
POS-00002385,ST-007,2025-12-03,DEBIT,51.95,3.64,0.0
POS-00002386,ST-008,2025-04-02,GIFT_CARD,20.33,1.42,0.0
POS-00002387,ST-003,2025-09-03,DEBIT,19.51,1.37,0.0
POS-00002388,ST-002,2025-05-23,CASH,8.44,0.59,0.0
POS-00002389,ST-003,2025-08-24,CREDIT,20.78,1.45,0.0
POS-00002390,ST-006,2025-03-04,DEBIT,48.42,3.39,0.0
POS-00002391,ST-001,2025-09-09,CASH,51.74,3.62,0.0
POS-00002392,ST-006,2025-07-25,DEBIT,11.61,0.81,0.0
POS-00002393,ST-001,2025-09-12,CREDIT,43.34,3.03,0.0
POS-00002394,ST-007,2025-03-22,CREDIT,32.1,2.25,0.0
POS-00002395,ST-001,2025-05-26,DEBIT,29.43,2.06,0.0
POS-00002396,ST-001,2025-01-22,DEBIT,13.44,0.94,0.0
POS-00002397,ST-001,2025-06-17,CASH,43.07,3.01,0.0
POS-00002398,ST-008,2025-05-07,DEBIT,32.08,2.25,0.0
POS-00002399,ST-002,2025-02-21,CASH,22.2,1.55,0.0
POS-00002400,ST-008,2025-12-01,CREDIT,16.16,1.13,0.0
POS-00002401,ST-004,2025-01-27,DEBIT,77.93,5.46,0.0
POS-00002402,ST-002,2025-08-11,DEBIT,172.74,12.09,0.0
POS-00002403,ST-004,2025-10-07,CASH,17.09,1.2,0.0
POS-00002404,ST-006,2025-12-05,CREDIT,80.01,5.6,0.0
POS-00002405,ST-008,2025-12-28,CREDIT,12.82,0.9,0.0
POS-00002406,ST-006,2025-04-08,CREDIT,29.61,2.07,0.0
POS-00002407,ST-008,2025-08-11,DEBIT,27.33,1.91,0.0
POS-00002408,ST-006,2025-02-12,DEBIT,32.29,2.26,0.0
POS-00002409,ST-007,2025-06-13,GIFT_CARD,9.05,0.63,0.0
POS-00002410,ST-004,2025-06-21,CREDIT,54.18,3.79,0.0
POS-00002411,ST-001,2025-01-03,GIFT_CARD,34.29,2.4,0.0
POS-00002412,ST-001,2025-01-11,GIFT_CARD,33.89,2.37,0.0
POS-00002413,ST-005,2025-02-04,GIFT_CARD,54.55,3.82,0.0
POS-00002414,ST-004,2025-11-13,GIFT_CARD,18.1,1.27,0.0
POS-00002415,ST-001,2025-03-28,DEBIT,4.57,0.32,0.0
POS-00002416,ST-002,2025-04-09,DEBIT,15.12,1.06,0.0
POS-00002417,ST-006,2025-04-20,CASH,8.65,0.61,0.0
POS-00002418,ST-003,2025-11-21,DEBIT,37.61,2.63,0.0
POS-00002419,ST-008,2025-10-12,DEBIT,78.57,5.5,0.0
POS-00002420,ST-004,2025-01-20,GIFT_CARD,27.32,1.91,0.0
POS-00002421,ST-004,2025-01-07,DEBIT,17.44,1.22,0.0
POS-00002422,ST-004,2025-07-25,CREDIT,63.18,4.42,0.0
POS-00002423,ST-003,2025-05-19,CREDIT,52.39,3.67,0.0
POS-00002424,ST-008,2025-02-24,CREDIT,15.64,1.09,0.0
POS-00002425,ST-004,2025-07-17,GIFT_CARD,26.74,1.87,0.0
POS-00002426,ST-003,2025-04-01,CREDIT,137.54,9.63,0.0
POS-00002427,ST-003,2025-02-15,CASH,27.87,1.95,0.0
POS-00002428,ST-004,2025-12-09,CREDIT,47.75,3.34,0.0
POS-00002429,ST-008,2025-09-21,CREDIT,30.36,2.13,0.0
POS-00002430,ST-002,2025-04-09,CASH,53.24,3.73,0.0
POS-00002431,ST-003,2025-08-14,DEBIT,20.91,1.46,0.0
POS-00002432,ST-006,2025-06-08,GIFT_CARD,24.65,1.73,0.0
POS-00002433,ST-002,2025-08-19,GIFT_CARD,16.96,1.19,0.0
POS-00002434,ST-008,2025-03-24,DEBIT,30.39,2.13,0.0
POS-00002435,ST-001,2025-09-04,CREDIT,91.35,6.39,0.0
POS-00002436,ST-006,2025-11-02,CASH,29.64,2.07,0.0
POS-00002437,ST-001,2025-08-24,CREDIT,16.56,1.16,0.0
POS-00002438,ST-001,2025-03-22,CASH,96.66,6.77,0.0
POS-00002439,ST-006,2025-04-22,CREDIT,47.54,3.33,0.0
POS-00002440,ST-003,2025-07-19,GIFT_CARD,43.97,3.08,0.0
POS-00002441,ST-007,2025-05-29,CREDIT,117.19,8.2,0.0
POS-00002442,ST-008,2025-09-18,GIFT_CARD,47.88,3.35,0.0
POS-00002443,ST-001,2025-08-27,CASH,31.45,2.2,0.0
POS-00002444,ST-005,2025-05-10,GIFT_CARD,128.99,9.03,0.0
POS-00002445,ST-002,2025-05-28,DEBIT,20.05,1.4,0.0
POS-00002446,ST-001,2025-04-18,DEBIT,28.29,1.98,0.0
POS-00002447,ST-002,2025-09-08,CREDIT,21.03,1.47,0.0
POS-00002448,ST-007,2025-07-01,CASH,18.55,1.3,0.0
POS-00002449,ST-005,2025-06-23,CREDIT,42.86,3.0,0.0
POS-00002450,ST-003,2025-06-29,CREDIT,248.0,17.36,0.0
POS-00002451,ST-007,2025-04-25,DEBIT,55.14,3.86,0.0
POS-00002452,ST-007,2025-09-09,CREDIT,18.04,1.26,0.0
POS-00002453,ST-008,2025-05-14,GIFT_CARD,46.97,3.29,0.0
POS-00002454,ST-002,2025-02-24,GIFT_CARD,45.1,3.16,0.0
POS-00002455,ST-008,2025-12-29,GIFT_CARD,141.49,9.9,0.0
POS-00002456,ST-002,2025-04-21,GIFT_CARD,20.09,1.41,0.0
POS-00002457,ST-005,2025-04-19,CASH,35.03,2.45,0.0
POS-00002458,ST-005,2025-02-18,DEBIT,48.56,3.4,0.0
POS-00002459,ST-002,2025-03-10,DEBIT,17.77,1.24,0.0
POS-00002460,ST-004,2025-04-13,CASH,31.32,2.19,0.0
POS-00002461,ST-003,2025-07-26,CASH,35.93,2.52,0.0
POS-00002462,ST-007,2025-09-07,CREDIT,70.13,4.91,0.0
POS-00002463,ST-006,2025-01-14,CREDIT,23.91,1.67,0.0
POS-00002464,ST-006,2025-04-05,DEBIT,27.56,1.93,0.0
POS-00002465,ST-003,2025-10-16,DEBIT,14.48,1.01,0.0
POS-00002466,ST-002,2025-11-24,CREDIT,53.17,3.72,0.0
POS-00002467,ST-008,2025-08-24,GIFT_CARD,50.47,3.53,0.0
POS-00002468,ST-007,2025-06-01,DEBIT,61.13,4.28,0.0
POS-00002469,ST-006,2025-04-22,CASH,35.69,2.5,0.0
POS-00002470,ST-008,2025-10-30,CASH,38.28,2.68,0.0
POS-00002471,ST-007,2025-04-18,GIFT_CARD,47.57,3.33,0.0
POS-00002472,ST-006,2025-07-25,CREDIT,66.13,4.63,0.0
POS-00002473,ST-007,2025-12-29,GIFT_CARD,58.81,4.12,0.0
POS-00002474,ST-004,2025-07-12,DEBIT,7.24,0.51,0.0
POS-00002475,ST-004,2025-04-21,CREDIT,22.64,1.58,0.0
POS-00002476,ST-005,2025-01-20,CASH,51.19,3.58,0.0
POS-00002477,ST-005,2025-01-24,DEBIT,32.78,2.29,0.0
POS-00002478,ST-006,2025-03-27,CASH,12.45,0.87,0.0
POS-00002479,ST-001,2025-10-11,CREDIT,32.85,2.3,0.0
POS-00002480,ST-006,2025-12-13,GIFT_CARD,31.94,2.24,0.0
POS-00002481,ST-008,2025-05-07,DEBIT,16.71,1.17,0.0
POS-00002482,ST-001,2025-04-09,DEBIT,9.48,0.66,0.0
POS-00002483,ST-005,2025-05-30,CASH,11.61,0.81,0.0
POS-00002484,ST-003,2025-06-05,DEBIT,37.38,2.62,0.0
POS-00002485,ST-004,2025-10-13,CASH,36.32,2.54,0.0
POS-00002486,ST-001,2025-11-14,GIFT_CARD,32.36,2.27,0.0
POS-00002487,ST-003,2025-03-19,DEBIT,220.72,15.45,0.0
POS-00002488,ST-008,2025-04-29,GIFT_CARD,33.03,2.31,0.0
POS-00002489,ST-008,2025-05-20,CREDIT,17.06,1.19,0.0
POS-00002490,ST-001,2025-03-13,CREDIT,13.75,0.96,0.0
POS-00002491,ST-006,2025-01-02,GIFT_CARD,91.05,6.37,0.0
POS-00002492,ST-002,2025-04-14,CASH,40.31,2.82,0.0
POS-00002493,ST-002,2025-01-15,GIFT_CARD,87.93,6.16,0.0
POS-00002494,ST-004,2025-08-23,CREDIT,102.14,7.15,0.0
POS-00002495,ST-002,2025-03-05,GIFT_CARD,21.57,1.51,0.0
POS-00002496,ST-008,2025-06-27,CREDIT,10.57,0.74,0.0
POS-00002497,ST-004,2025-09-11,CASH,6.32,0.44,0.0
POS-00002498,ST-005,2025-06-13,CASH,101.15,7.08,0.0
POS-00002499,ST-008,2025-04-03,GIFT_CARD,54.91,3.84,0.0
POS-00002500,ST-003,2025-06-29,CASH,39.11,2.74,0.0
POS-00002501,ST-006,2025-12-16,GIFT_CARD,52.49,3.67,0.0
POS-00002502,ST-006,2025-09-29,CASH,28.77,2.01,0.0
POS-00002503,ST-006,2025-05-16,CASH,19.62,1.37,0.0
POS-00002504,ST-002,2025-03-20,DEBIT,31.57,2.21,0.0
POS-00002505,ST-004,2025-01-15,GIFT_CARD,25.01,1.75,0.0
POS-00002506,ST-005,2025-01-08,DEBIT,36.37,2.55,0.0
POS-00002507,ST-003,2025-07-02,CREDIT,68.94,4.83,0.0
POS-00002508,ST-001,2025-09-20,GIFT_CARD,42.92,3.0,0.0
POS-00002509,ST-004,2025-09-13,CASH,117.52,8.23,0.0
POS-00002510,ST-001,2025-06-30,DEBIT,21.48,1.5,0.0
POS-00002511,ST-005,2025-03-09,CREDIT,35.78,2.5,0.0
POS-00002512,ST-004,2025-01-10,CASH,27.38,1.92,0.0
POS-00002513,ST-004,2025-04-06,DEBIT,64.41,4.51,0.0
POS-00002514,ST-008,2025-02-13,CASH,55.36,3.88,0.0
POS-00002515,ST-003,2025-12-10,DEBIT,30.59,2.14,0.0
POS-00002516,ST-005,2025-04-03,CASH,12.34,0.86,0.0
POS-00002517,ST-005,2025-02-16,CREDIT,10.82,0.76,0.0
POS-00002518,ST-001,2025-11-26,CASH,85.02,5.95,0.0
POS-00002519,ST-008,2025-03-29,CASH,9.32,0.65,0.0
POS-00002520,ST-004,2025-12-02,CASH,101.39,7.1,0.0
POS-00002521,ST-005,2025-03-15,DEBIT,8.11,0.57,0.0
POS-00002522,ST-005,2025-06-13,CREDIT,21.76,1.52,0.0
POS-00002523,ST-006,2025-01-03,CREDIT,15.91,1.11,0.0
POS-00002524,ST-006,2025-06-27,CASH,25.11,1.76,0.0
POS-00002525,ST-004,2025-04-20,DEBIT,34.45,2.41,0.0
POS-00002526,ST-008,2025-06-21,GIFT_CARD,35.91,2.51,0.0
POS-00002527,ST-003,2025-08-14,CREDIT,18.38,1.29,0.0
POS-00002528,ST-005,2025-02-18,CREDIT,43.78,3.06,0.0
POS-00002529,ST-008,2025-02-17,CASH,7.38,0.52,0.0
POS-00002530,ST-006,2025-06-21,GIFT_CARD,39.58,2.77,0.0
POS-00002531,ST-008,2025-08-17,CASH,45.89,3.21,0.0
POS-00002532,ST-001,2025-05-21,DEBIT,36.29,2.54,0.0
POS-00002533,ST-002,2025-09-09,DEBIT,22.06,1.54,0.0
POS-00002534,ST-001,2025-12-29,DEBIT,45.39,3.18,0.0
POS-00002535,ST-001,2025-01-29,CASH,44.88,3.14,0.0
POS-00002536,ST-007,2025-03-21,CREDIT,82.94,5.81,0.0
POS-00002537,ST-004,2025-12-09,DEBIT,32.14,2.25,0.0
POS-00002538,ST-008,2025-11-08,CASH,20.88,1.46,0.0
POS-00002539,ST-002,2025-01-08,DEBIT,8.07,0.56,0.0
POS-00002540,ST-004,2025-07-19,CASH,40.33,2.82,0.0
POS-00002541,ST-004,2025-10-07,DEBIT,20.79,1.46,0.0
POS-00002542,ST-004,2025-05-03,GIFT_CARD,23.89,1.67,0.0
POS-00002543,ST-007,2025-05-13,CREDIT,23.11,1.62,0.0
POS-00002544,ST-002,2025-04-29,CASH,27.32,1.91,0.0
POS-00002545,ST-007,2025-05-28,DEBIT,27.91,1.95,0.0
POS-00002546,ST-001,2025-03-25,GIFT_CARD,96.13,6.73,0.0
POS-00002547,ST-002,2025-02-07,GIFT_CARD,22.15,1.55,0.0
POS-00002548,ST-002,2025-06-11,GIFT_CARD,58.93,4.13,0.0
POS-00002549,ST-007,2025-05-02,CASH,38.74,2.71,0.0
POS-00002550,ST-001,2025-01-09,CREDIT,3.52,0.25,0.0
POS-00002551,ST-002,2025-01-03,CREDIT,7.87,0.55,0.0
POS-00002552,ST-006,2025-01-09,GIFT_CARD,46.98,3.29,0.0
POS-00002553,ST-005,2025-01-28,CREDIT,17.03,1.19,0.0
POS-00002554,ST-004,2025-11-13,DEBIT,85.44,5.98,0.0
POS-00002555,ST-007,2025-07-19,GIFT_CARD,60.34,4.22,0.0
POS-00002556,ST-007,2025-12-31,DEBIT,16.88,1.18,0.0
POS-00002557,ST-004,2025-05-19,GIFT_CARD,27.67,1.94,0.0
POS-00002558,ST-007,2025-10-21,CREDIT,145.75,10.2,0.0
POS-00002559,ST-004,2025-11-19,CASH,42.14,2.95,0.0
POS-00002560,ST-008,2025-03-04,CREDIT,145.19,10.16,0.0
POS-00002561,ST-005,2025-07-11,CASH,19.25,1.35,0.0
POS-00002562,ST-002,2025-07-18,DEBIT,24.65,1.73,0.0
POS-00002563,ST-007,2025-09-24,CREDIT,71.88,5.03,0.0
POS-00002564,ST-004,2025-12-26,CASH,34.09,2.39,0.0
POS-00002565,ST-004,2025-10-13,DEBIT,80.35,5.62,0.0
POS-00002566,ST-002,2025-02-13,CASH,39.43,2.76,0.0
POS-00002567,ST-005,2025-11-26,CASH,49.53,3.47,0.0
POS-00002568,ST-006,2025-11-10,CREDIT,40.15,2.81,0.0
POS-00002569,ST-006,2025-01-11,GIFT_CARD,118.72,8.31,0.0
POS-00002570,ST-007,2025-08-29,CREDIT,9.01,0.63,0.0
POS-00002571,ST-006,2025-02-20,DEBIT,6.73,0.47,0.0
POS-00002572,ST-006,2025-05-31,CASH,82.01,5.74,0.0
POS-00002573,ST-004,2025-07-13,GIFT_CARD,30.54,2.14,0.0
POS-00002574,ST-006,2025-09-05,CREDIT,47.87,3.35,0.0
POS-00002575,ST-008,2025-10-16,DEBIT,11.42,0.8,0.0
POS-00002576,ST-008,2025-01-12,CREDIT,27.16,1.9,0.0
POS-00002577,ST-007,2025-07-19,CASH,42.47,2.97,0.0
POS-00002578,ST-002,2025-03-25,GIFT_CARD,150.12,10.51,0.0
POS-00002579,ST-006,2025-07-31,CASH,56.58,3.96,0.0
POS-00002580,ST-007,2025-04-18,CREDIT,33.48,2.34,0.0
POS-00002581,ST-006,2025-05-08,CREDIT,19.69,1.38,0.0
POS-00002582,ST-003,2025-02-10,CASH,87.18,6.1,0.0
POS-00002583,ST-007,2025-07-09,CREDIT,17.17,1.2,0.0
POS-00002584,ST-001,2025-06-24,CREDIT,30.41,2.13,0.0
POS-00002585,ST-003,2025-06-21,CREDIT,20.31,1.42,0.0
POS-00002586,ST-005,2025-02-18,DEBIT,180.87,12.66,0.0
POS-00002587,ST-005,2025-09-08,CREDIT,13.22,0.93,0.0
POS-00002588,ST-005,2025-10-01,CREDIT,21.21,1.48,0.0
POS-00002589,ST-002,2025-08-24,CASH,18.28,1.28,0.0
POS-00002590,ST-007,2025-07-29,GIFT_CARD,34.16,2.39,0.0
POS-00002591,ST-001,2025-05-06,CASH,100.62,7.04,0.0
POS-00002592,ST-006,2025-08-08,CASH,45.85,3.21,0.0
POS-00002593,ST-005,2025-03-22,DEBIT,24.13,1.69,0.0
POS-00002594,ST-005,2025-02-16,CREDIT,36.72,2.57,0.0
POS-00002595,ST-002,2025-07-20,CASH,23.54,1.65,0.0
POS-00002596,ST-006,2025-03-30,DEBIT,8.81,0.62,0.0
POS-00002597,ST-004,2025-11-11,CASH,37.15,2.6,0.0
POS-00002598,ST-003,2025-04-07,DEBIT,97.03,6.79,0.0
POS-00002599,ST-003,2025-11-06,CASH,38.85,2.72,0.0
POS-00002600,ST-003,2025-01-06,DEBIT,26.86,1.88,0.0
POS-00002601,ST-002,2025-06-18,CREDIT,15.83,1.11,0.0
POS-00002602,ST-007,2025-07-03,CASH,60.48,4.23,0.0
POS-00002603,ST-001,2025-11-19,CASH,11.56,0.81,0.0
POS-00002604,ST-007,2025-01-22,CASH,31.24,2.19,0.0
POS-00002605,ST-002,2025-07-27,CREDIT,9.45,0.66,0.0
POS-00002606,ST-004,2025-05-26,GIFT_CARD,50.68,3.55,0.0
POS-00002607,ST-002,2025-01-07,GIFT_CARD,47.99,3.36,0.0
POS-00002608,ST-002,2025-10-05,GIFT_CARD,25.54,1.79,0.0
POS-00002609,ST-007,2025-08-01,CASH,65.9,4.61,0.0
POS-00002610,ST-001,2025-07-25,CREDIT,13.13,0.92,0.0
POS-00002611,ST-002,2025-03-28,DEBIT,19.46,1.36,0.0
POS-00002612,ST-003,2025-10-16,CREDIT,28.44,1.99,0.0
POS-00002613,ST-003,2025-09-01,CREDIT,127.97,8.96,0.0
POS-00002614,ST-008,2025-01-18,CREDIT,11.08,0.78,0.0
POS-00002615,ST-006,2025-07-10,DEBIT,27.15,1.9,0.0
POS-00002616,ST-007,2025-08-05,GIFT_CARD,46.4,3.25,0.0
POS-00002617,ST-005,2025-09-25,CREDIT,14.96,1.05,0.0
POS-00002618,ST-001,2025-01-28,GIFT_CARD,88.94,6.23,0.0
POS-00002619,ST-001,2025-08-09,DEBIT,10.59,0.74,0.0
POS-00002620,ST-005,2025-07-21,DEBIT,30.69,2.15,0.0
POS-00002621,ST-006,2025-04-13,GIFT_CARD,34.54,2.42,0.0
POS-00002622,ST-002,2025-08-29,CASH,20.06,1.4,0.0
POS-00002623,ST-001,2025-10-16,CREDIT,13.08,0.92,0.0
POS-00002624,ST-001,2025-01-20,DEBIT,37.61,2.63,0.0
POS-00002625,ST-006,2025-11-24,CASH,28.19,1.97,0.0
POS-00002626,ST-001,2025-12-25,CREDIT,56.4,3.95,0.0
POS-00002627,ST-008,2025-07-14,DEBIT,31.93,2.24,0.0
POS-00002628,ST-006,2025-11-26,CREDIT,13.89,0.97,0.0
POS-00002629,ST-001,2025-02-27,CREDIT,59.85,4.19,0.0
POS-00002630,ST-007,2025-08-28,GIFT_CARD,78.8,5.52,0.0
POS-00002631,ST-002,2025-07-30,CREDIT,60.63,4.24,0.0
POS-00002632,ST-003,2025-10-15,DEBIT,130.75,9.15,0.0
POS-00002633,ST-007,2025-03-10,DEBIT,89.86,6.29,0.0
POS-00002634,ST-001,2025-07-22,DEBIT,26.47,1.85,0.0
POS-00002635,ST-005,2025-02-23,CREDIT,63.23,4.43,0.0
POS-00002636,ST-007,2025-06-27,CASH,47.0,3.29,0.0
POS-00002637,ST-003,2025-02-18,GIFT_CARD,22.89,1.6,0.0
POS-00002638,ST-003,2025-10-18,CREDIT,102.34,7.16,0.0
POS-00002639,ST-003,2025-07-14,CASH,31.24,2.19,0.0
POS-00002640,ST-004,2025-05-20,CREDIT,14.86,1.04,0.0
POS-00002641,ST-002,2025-02-20,DEBIT,9.08,0.64,0.0
POS-00002642,ST-008,2025-12-22,CREDIT,42.35,2.96,0.0
POS-00002643,ST-007,2025-09-22,GIFT_CARD,40.64,2.84,0.0
POS-00002644,ST-008,2025-01-04,GIFT_CARD,11.71,0.82,0.0
POS-00002645,ST-006,2025-09-25,GIFT_CARD,17.43,1.22,0.0
POS-00002646,ST-005,2025-11-21,CREDIT,54.61,3.82,0.0
POS-00002647,ST-008,2025-02-23,CREDIT,180.07,12.6,0.0
POS-00002648,ST-001,2025-09-22,GIFT_CARD,20.52,1.44,0.0
POS-00002649,ST-006,2025-05-15,CASH,15.06,1.05,0.0
POS-00002650,ST-002,2025-08-02,GIFT_CARD,11.18,0.78,0.0
POS-00002651,ST-003,2025-02-05,GIFT_CARD,19.51,1.37,0.0
POS-00002652,ST-003,2025-11-28,CASH,59.08,4.14,0.0
POS-00002653,ST-008,2025-09-11,DEBIT,30.76,2.15,0.0
POS-00002654,ST-003,2025-10-24,DEBIT,29.3,2.05,0.0
POS-00002655,ST-001,2025-01-01,CASH,14.16,0.99,0.0
POS-00002656,ST-003,2025-02-22,CREDIT,46.88,3.28,0.0
POS-00002657,ST-003,2025-10-07,DEBIT,52.22,3.66,0.0
POS-00002658,ST-006,2025-05-04,CREDIT,59.6,4.17,0.0
POS-00002659,ST-008,2025-08-02,DEBIT,47.04,3.29,0.0
POS-00002660,ST-003,2025-07-16,CREDIT,34.88,2.44,0.0
POS-00002661,ST-003,2025-12-30,GIFT_CARD,33.38,2.34,0.0
POS-00002662,ST-002,2025-03-23,CREDIT,40.22,2.82,0.0
POS-00002663,ST-005,2025-08-01,GIFT_CARD,35.91,2.51,0.0
POS-00002664,ST-007,2025-12-03,DEBIT,28.45,1.99,0.0
POS-00002665,ST-006,2025-05-20,CREDIT,22.87,1.6,0.0
POS-00002666,ST-002,2025-11-04,GIFT_CARD,21.46,1.5,0.0
POS-00002667,ST-008,2025-08-10,DEBIT,158.63,11.1,0.0
POS-00002668,ST-002,2025-10-24,CASH,45.17,3.16,0.0
POS-00002669,ST-005,2025-08-24,GIFT_CARD,54.58,3.82,0.0
POS-00002670,ST-001,2025-07-23,GIFT_CARD,15.23,1.07,0.0
POS-00002671,ST-005,2025-04-23,CREDIT,40.2,2.81,0.0
POS-00002672,ST-002,2025-02-25,GIFT_CARD,85.14,5.96,0.0
POS-00002673,ST-005,2025-04-06,GIFT_CARD,174.04,12.18,0.0
POS-00002674,ST-008,2025-10-25,DEBIT,21.8,1.53,0.0
POS-00002675,ST-007,2025-05-15,CREDIT,15.11,1.06,0.0
POS-00002676,ST-008,2025-08-06,GIFT_CARD,67.19,4.7,0.0
POS-00002677,ST-008,2025-04-11,GIFT_CARD,76.99,5.39,0.0
POS-00002678,ST-005,2025-09-01,DEBIT,11.98,0.84,0.0
POS-00002679,ST-002,2025-02-24,CASH,57.44,4.02,0.0
POS-00002680,ST-007,2025-05-17,CASH,34.03,2.38,0.0
POS-00002681,ST-008,2025-05-17,GIFT_CARD,10.88,0.76,0.0
POS-00002682,ST-002,2025-06-07,CREDIT,16.1,1.13,0.0
POS-00002683,ST-001,2025-06-22,GIFT_CARD,35.08,2.46,0.0
POS-00002684,ST-008,2025-05-04,CASH,40.51,2.84,0.0
POS-00002685,ST-006,2025-03-17,GIFT_CARD,28.65,2.01,0.0
POS-00002686,ST-003,2025-12-29,CASH,19.7,1.38,0.0
POS-00002687,ST-005,2025-06-27,GIFT_CARD,46.57,3.26,0.0
POS-00002688,ST-007,2025-10-26,DEBIT,55.92,3.91,0.0
POS-00002689,ST-001,2025-10-01,CREDIT,214.07,14.98,0.0
POS-00002690,ST-003,2025-12-16,DEBIT,49.84,3.49,0.0
POS-00002691,ST-008,2025-09-27,DEBIT,101.65,7.12,0.0
POS-00002692,ST-006,2025-12-05,CREDIT,43.37,3.04,0.0
POS-00002693,ST-005,2025-05-25,CASH,22.78,1.59,0.0
POS-00002694,ST-002,2025-09-16,CREDIT,22.47,1.57,0.0
POS-00002695,ST-006,2025-04-21,CASH,13.0,0.91,0.0
POS-00002696,ST-007,2025-12-17,DEBIT,62.87,4.4,0.0
POS-00002697,ST-005,2025-08-23,DEBIT,80.75,5.65,0.0
POS-00002698,ST-005,2025-09-15,GIFT_CARD,15.4,1.08,0.0
POS-00002699,ST-002,2025-05-08,DEBIT,65.55,4.59,0.0
POS-00002700,ST-001,2025-11-06,GIFT_CARD,95.39,6.68,0.0
POS-00002701,ST-002,2025-03-05,CASH,8.84,0.62,0.0
POS-00002702,ST-008,2025-05-13,CREDIT,16.26,1.14,0.0
POS-00002703,ST-002,2025-11-10,CASH,177.0,12.39,0.0
POS-00002704,ST-006,2025-07-02,CASH,40.16,2.81,0.0
POS-00002705,ST-001,2025-08-21,CREDIT,9.42,0.66,0.0
POS-00002706,ST-007,2025-07-07,GIFT_CARD,87.87,6.15,0.0
POS-00002707,ST-004,2025-02-17,CREDIT,41.9,2.93,0.0
POS-00002708,ST-004,2025-10-12,DEBIT,17.86,1.25,0.0
POS-00002709,ST-004,2025-08-20,CASH,56.26,3.94,0.0
POS-00002710,ST-006,2025-09-25,CREDIT,32.25,2.26,0.0
POS-00002711,ST-006,2025-06-25,DEBIT,101.04,7.07,0.0
POS-00002712,ST-002,2025-03-24,GIFT_CARD,34.07,2.38,0.0
POS-00002713,ST-001,2025-12-16,CREDIT,19.25,1.35,0.0
POS-00002714,ST-007,2025-10-01,GIFT_CARD,16.37,1.15,0.0
POS-00002715,ST-007,2025-04-10,CREDIT,43.66,3.06,0.0
POS-00002716,ST-003,2025-08-31,GIFT_CARD,33.38,2.34,0.0
POS-00002717,ST-006,2025-05-05,DEBIT,96.56,6.76,0.0
POS-00002718,ST-001,2025-08-24,CREDIT,317.72,22.24,0.0
POS-00002719,ST-004,2025-11-29,CASH,57.77,4.04,0.0
POS-00002720,ST-008,2025-09-03,CASH,31.7,2.22,0.0
POS-00002721,ST-003,2025-05-30,CREDIT,16.69,1.17,0.0
POS-00002722,ST-003,2025-07-23,CREDIT,10.29,0.72,0.0
POS-00002723,ST-003,2025-01-11,CREDIT,38.2,2.67,0.0
POS-00002724,ST-007,2025-04-20,CASH,18.3,1.28,0.0
POS-00002725,ST-002,2025-04-09,CASH,39.34,2.75,0.0
